LineId,Month,Date,Time,Type,Component,Content,EventId,EventTemplate,ParameterList
17,Jun,15,04:12:42,combo,su(pam_unix)[22644],session opened for user news by (uid=0),4,session * for user news ,"[['opened'], '382']"
18,Jun,15,04:12:43,combo,su(pam_unix)[22644],session closed for user news,4,session * for user news ,"[['closed'], '1']"
19,Jun,15,12:12:34,combo,sshd(pam_unix)[23397],check pass; user unknown,1,check pass; user unknown ,['28791']
20,Jun,15,12:12:34,combo,sshd(pam_unix)[23397],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * ,"[['rhost=218.188.2.4'], '0']"
21,Jun,15,12:12:34,combo,sshd(pam_unix)[23395],check pass; user unknown,1,check pass; user unknown ,['0']
22,Jun,15,12:12:34,combo,sshd(pam_unix)[23395],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * ,"[['rhost=218.188.2.4'], '0']"
23,Jun,15,12:12:34,combo,sshd(pam_unix)[23404],check pass; user unknown,1,check pass; user unknown ,['0']
24,Jun,15,12:12:34,combo,sshd(pam_unix)[23404],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * ,"[['rhost=218.188.2.4'], '0']"
25,Jun,15,12:12:34,combo,sshd(pam_unix)[23399],check pass; user unknown,1,check pass; user unknown ,['0']
26,Jun,15,12:12:34,combo,sshd(pam_unix)[23399],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * ,"[['rhost=218.188.2.4'], '0']"
27,Jun,15,12:12:34,combo,sshd(pam_unix)[23406],check pass; user unknown,1,check pass; user unknown ,['0']
28,Jun,15,12:12:34,combo,sshd(pam_unix)[23406],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * ,"[['rhost=218.188.2.4'], '0']"
29,Jun,15,12:12:34,combo,sshd(pam_unix)[23396],check pass; user unknown,1,check pass; user unknown ,['0']
30,Jun,15,12:12:34,combo,sshd(pam_unix)[23394],check pass; user unknown,1,check pass; user unknown ,['0']
31,Jun,15,12:12:34,combo,sshd(pam_unix)[23407],check pass; user unknown,1,check pass; user unknown ,['0']
32,Jun,15,12:12:34,combo,sshd(pam_unix)[23394],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * ,"[['rhost=218.188.2.4'], '0']"
33,Jun,15,12:12:34,combo,sshd(pam_unix)[23403],check pass; user unknown,1,check pass; user unknown ,['0']
34,Jun,15,12:12:34,combo,sshd(pam_unix)[23396],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * ,"[['rhost=218.188.2.4'], '0']"
35,Jun,15,12:12:34,combo,sshd(pam_unix)[23407],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * ,"[['rhost=218.188.2.4'], '0']"
36,Jun,15,12:12:34,combo,sshd(pam_unix)[23403],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * ,"[['rhost=218.188.2.4'], '0']"
37,Jun,15,12:12:34,combo,sshd(pam_unix)[23412],check pass; user unknown,1,check pass; user unknown ,['0']
38,Jun,15,12:12:34,combo,sshd(pam_unix)[23412],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * ,"[['rhost=218.188.2.4'], '0']"
39,Jun,15,12:13:19,combo,sshd(pam_unix)[23414],check pass; user unknown,1,check pass; user unknown ,['45']
40,Jun,15,12:13:19,combo,sshd(pam_unix)[23414],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * ,"[['rhost=218.188.2.4'], '0']"
41,Jun,15,12:13:20,combo,sshd(pam_unix)[23416],check pass; user unknown,1,check pass; user unknown ,['1']
42,Jun,15,12:13:20,combo,sshd(pam_unix)[23416],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * ,"[['rhost=218.188.2.4'], '0']"
43,Jun,15,14:53:32,combo,sshd(pam_unix)[23661],check pass; user unknown,1,check pass; user unknown ,['9612']
44,Jun,15,14:53:32,combo,sshd(pam_unix)[23661],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * ,"[['rhost=061092085098.ctinets.com'], '0']"
45,Jun,15,14:53:32,combo,sshd(pam_unix)[23663],check pass; user unknown,1,check pass; user unknown ,['0']
46,Jun,15,14:53:32,combo,sshd(pam_unix)[23663],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * ,"[['rhost=061092085098.ctinets.com'], '0']"
47,Jun,15,14:53:32,combo,sshd(pam_unix)[23664],check pass; user unknown,1,check pass; user unknown ,['0']
48,Jun,15,14:53:32,combo,sshd(pam_unix)[23664],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * ,"[['rhost=061092085098.ctinets.com'], '0']"
49,Jun,15,14:53:33,combo,sshd(pam_unix)[23665],check pass; user unknown,1,check pass; user unknown ,['1']
50,Jun,15,14:53:33,combo,sshd(pam_unix)[23665],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * ,"[['rhost=061092085098.ctinets.com'], '0']"
51,Jun,15,14:53:34,combo,sshd(pam_unix)[23669],check pass; user unknown,1,check pass; user unknown ,['1']
52,Jun,15,14:53:34,combo,sshd(pam_unix)[23669],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * ,"[['rhost=061092085098.ctinets.com'], '0']"
53,Jun,15,14:53:35,combo,sshd(pam_unix)[23671],check pass; user unknown,1,check pass; user unknown ,['1']
54,Jun,15,14:53:35,combo,sshd(pam_unix)[23671],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * ,"[['rhost=061092085098.ctinets.com'], '0']"
55,Jun,15,14:53:35,combo,sshd(pam_unix)[23673],check pass; user unknown,1,check pass; user unknown ,['0']
56,Jun,15,14:53:35,combo,sshd(pam_unix)[23673],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * ,"[['rhost=061092085098.ctinets.com'], '0']"
57,Jun,15,14:53:35,combo,sshd(pam_unix)[23674],check pass; user unknown,1,check pass; user unknown ,['0']
58,Jun,15,14:53:35,combo,sshd(pam_unix)[23674],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * ,"[['rhost=061092085098.ctinets.com'], '0']"
59,Jun,15,14:53:36,combo,sshd(pam_unix)[23678],check pass; user unknown,1,check pass; user unknown ,['1']
60,Jun,15,14:53:36,combo,sshd(pam_unix)[23678],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * ,"[['rhost=061092085098.ctinets.com'], '0']"
61,Jun,15,14:53:36,combo,sshd(pam_unix)[23677],check pass; user unknown,1,check pass; user unknown ,['0']
62,Jun,15,14:53:36,combo,sshd(pam_unix)[23677],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * ,"[['rhost=061092085098.ctinets.com'], '0']"
63,Jun,15,20:05:31,combo,sshd(pam_unix)[24138],check pass; user unknown,1,check pass; user unknown ,['18715']
64,Jun,15,20:05:31,combo,sshd(pam_unix)[24138],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net,0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * ,"[['rhost=d211-116-254-214.rev.krline.net'], '0']"
65,Jun,15,20:05:31,combo,sshd(pam_unix)[24137],check pass; user unknown,1,check pass; user unknown ,['0']
66,Jun,15,20:05:31,combo,sshd(pam_unix)[24137],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net,0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * ,"[['rhost=d211-116-254-214.rev.krline.net'], '0']"
67,Jun,15,20:05:31,combo,sshd(pam_unix)[24141],check pass; user unknown,1,check pass; user unknown ,['0']
68,Jun,15,20:05:31,combo,sshd(pam_unix)[24141],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net,0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * ,"[['rhost=d211-116-254-214.rev.krline.net'], '0']"
69,Jun,15,20:05:31,combo,sshd(pam_unix)[24140],check pass; user unknown,1,check pass; user unknown ,['0']
70,Jun,15,20:05:31,combo,sshd(pam_unix)[24140],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net,0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * ,"[['rhost=d211-116-254-214.rev.krline.net'], '0']"
71,Jun,15,20:05:31,combo,sshd(pam_unix)[24139],check pass; user unknown,1,check pass; user unknown ,['0']
72,Jun,15,20:05:31,combo,sshd(pam_unix)[24139],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net,0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * ,"[['rhost=d211-116-254-214.rev.krline.net'], '0']"
73,Jun,16,04:10:22,combo,su(pam_unix)[25178],session opened for user cyrus by (uid=0),2,session * for user cyrus ,"[['opened'], '29091']"
74,Jun,16,04:10:23,combo,su(pam_unix)[25178],session closed for user cyrus,2,session * for user cyrus ,"[['closed'], '1']"
75,Jun,16,04:10:24,combo,logrotate,ALERT exited abnormally with [1],3,ALERT exited abnormally with [1] ,['1']
76,Jun,16,04:16:17,combo,su(pam_unix)[25548],session opened for user news by (uid=0),4,session * for user news ,"[['opened'], '353']"
77,Jun,16,04:16:18,combo,su(pam_unix)[25548],session closed for user news,4,session * for user news ,"[['closed'], '1']"
78,Jun,17,04:03:33,combo,su(pam_unix)[27953],session opened for user cyrus by (uid=0),2,session * for user cyrus ,"[['opened'], '85635']"
79,Jun,17,04:03:34,combo,su(pam_unix)[27953],session closed for user cyrus,2,session * for user cyrus ,"[['closed'], '1']"
80,Jun,17,04:03:36,combo,logrotate,ALERT exited abnormally with [1],3,ALERT exited abnormally with [1] ,['2']
81,Jun,17,04:09:43,combo,su(pam_unix)[29190],session opened for user news by (uid=0),4,session * for user news ,"[['opened'], '367']"
82,Jun,17,04:09:45,combo,su(pam_unix)[29190],session closed for user news,4,session * for user news ,"[['closed'], '2']"
83,Jun,17,07:07:00,combo,ftpd[29504],connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,5,connection from * at * Jun * 2005 ,"[['24.54.76.216', '(24-54-76-216.bflony.adelphia.net)'], ['Fri'], ['17', '07:07:00'], '10635']"
84,Jun,17,07:07:00,combo,ftpd[29508],connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,5,connection from * at * Jun * 2005 ,"[['24.54.76.216', '(24-54-76-216.bflony.adelphia.net)'], ['Fri'], ['17', '07:07:00'], '0']"
85,Jun,17,07:07:00,combo,ftpd[29507],connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,5,connection from * at * Jun * 2005 ,"[['24.54.76.216', '(24-54-76-216.bflony.adelphia.net)'], ['Fri'], ['17', '07:07:00'], '0']"
86,Jun,17,07:07:00,combo,ftpd[29505],connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,5,connection from * at * Jun * 2005 ,"[['24.54.76.216', '(24-54-76-216.bflony.adelphia.net)'], ['Fri'], ['17', '07:07:00'], '0']"
87,Jun,17,07:07:00,combo,ftpd[29506],connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,5,connection from * at * Jun * 2005 ,"[['24.54.76.216', '(24-54-76-216.bflony.adelphia.net)'], ['Fri'], ['17', '07:07:00'], '0']"
88,Jun,17,07:07:00,combo,ftpd[29509],connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,5,connection from * at * Jun * 2005 ,"[['24.54.76.216', '(24-54-76-216.bflony.adelphia.net)'], ['Fri'], ['17', '07:07:00'], '0']"
89,Jun,17,07:07:02,combo,ftpd[29510],connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:02 2005,5,connection from * at * Jun * 2005 ,"[['24.54.76.216', '(24-54-76-216.bflony.adelphia.net)'], ['Fri'], ['17', '07:07:02'], '2']"
90,Jun,17,07:07:04,combo,ftpd[29511],connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:04 2005,5,connection from * at * Jun * 2005 ,"[['24.54.76.216', '(24-54-76-216.bflony.adelphia.net)'], ['Fri'], ['17', '07:07:04'], '2']"
91,Jun,17,19:43:13,combo,sshd(pam_unix)[30565],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.46.224.253 user=guest,0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * ,"[['rhost=211.46.224.253', 'user=guest'], '45369']"
92,Jun,17,20:29:26,combo,sshd(pam_unix)[30631],session opened for user test by (uid=509),6,session * for user test ,"[['opened'], '2773']"
93,Jun,17,20:34:57,combo,sshd(pam_unix)[30631],session closed for user test,6,session * for user test ,"[['closed'], '331']"
94,Jun,17,20:55:06,combo,ftpd[30755],connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005,5,connection from * at * Jun * 2005 ,"[['82.252.162.81', '(lns-vlq-45-tou-82-252-162-81.adsl.proxad.net)'], ['Fri'], ['17', '20:55:06'], '1209']"
95,Jun,17,20:55:06,combo,ftpd[30754],connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005,5,connection from * at * Jun * 2005 ,"[['82.252.162.81', '(lns-vlq-45-tou-82-252-162-81.adsl.proxad.net)'], ['Fri'], ['17', '20:55:06'], '0']"
96,Jun,17,20:55:06,combo,ftpd[30753],connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005,5,connection from * at * Jun * 2005 ,"[['82.252.162.81', '(lns-vlq-45-tou-82-252-162-81.adsl.proxad.net)'], ['Fri'], ['17', '20:55:06'], '0']"
97,Jun,17,20:55:06,combo,ftpd[30756],connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005,5,connection from * at * Jun * 2005 ,"[['82.252.162.81', '(lns-vlq-45-tou-82-252-162-81.adsl.proxad.net)'], ['Fri'], ['17', '20:55:06'], '0']"
98,Jun,17,20:55:06,combo,ftpd[30757],connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005,5,connection from * at * Jun * 2005 ,"[['82.252.162.81', '(lns-vlq-45-tou-82-252-162-81.adsl.proxad.net)'], ['Fri'], ['17', '20:55:06'], '0']"
99,Jun,17,20:55:07,combo,ftpd[30758],connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:07 2005,5,connection from * at * Jun * 2005 ,"[['82.252.162.81', '(lns-vlq-45-tou-82-252-162-81.adsl.proxad.net)'], ['Fri'], ['17', '20:55:07'], '1']"
100,Jun,17,20:55:07,combo,ftpd[30759],connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:07 2005,5,connection from * at * Jun * 2005 ,"[['82.252.162.81', '(lns-vlq-45-tou-82-252-162-81.adsl.proxad.net)'], ['Fri'], ['17', '20:55:07'], '0']"
101,Jun,18,01:30:59,combo,sshd(pam_unix)[31201],check pass; user unknown,1,check pass; user unknown ,['16552']
102,Jun,18,01:30:59,combo,sshd(pam_unix)[31201],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * ,"[['rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net'], '0']"
103,Jun,18,01:30:59,combo,sshd(pam_unix)[31199],check pass; user unknown,1,check pass; user unknown ,['0']
104,Jun,18,01:30:59,combo,sshd(pam_unix)[31199],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * ,"[['rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net'], '0']"
105,Jun,18,01:30:59,combo,sshd(pam_unix)[31198],check pass; user unknown,1,check pass; user unknown ,['0']
106,Jun,18,01:30:59,combo,sshd(pam_unix)[31198],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * ,"[['rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net'], '0']"
107,Jun,18,01:30:59,combo,sshd(pam_unix)[31202],check pass; user unknown,1,check pass; user unknown ,['0']
108,Jun,18,01:30:59,combo,sshd(pam_unix)[31202],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * ,"[['rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net'], '0']"
109,Jun,18,01:30:59,combo,sshd(pam_unix)[31205],check pass; user unknown,1,check pass; user unknown ,['0']
110,Jun,18,01:30:59,combo,sshd(pam_unix)[31205],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * ,"[['rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net'], '0']"
111,Jun,18,01:30:59,combo,sshd(pam_unix)[31200],check pass; user unknown,1,check pass; user unknown ,['0']
112,Jun,18,01:30:59,combo,sshd(pam_unix)[31200],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * ,"[['rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net'], '0']"
113,Jun,18,01:30:59,combo,sshd(pam_unix)[31206],check pass; user unknown,1,check pass; user unknown ,['0']
114,Jun,18,01:30:59,combo,sshd(pam_unix)[31206],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * ,"[['rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net'], '0']"
115,Jun,18,01:30:59,combo,sshd(pam_unix)[31204],check pass; user unknown,1,check pass; user unknown ,['0']
116,Jun,18,01:30:59,combo,sshd(pam_unix)[31204],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * ,"[['rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net'], '0']"
117,Jun,18,01:30:59,combo,sshd(pam_unix)[31203],check pass; user unknown,1,check pass; user unknown ,['0']
118,Jun,18,01:30:59,combo,sshd(pam_unix)[31203],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * ,"[['rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net'], '0']"
119,Jun,18,01:30:59,combo,sshd(pam_unix)[31207],check pass; user unknown,1,check pass; user unknown ,['0']
120,Jun,18,01:30:59,combo,sshd(pam_unix)[31207],authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * ,"[['rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net'], '0']"
121,Jun,18,02:08:10,combo,ftpd[31272],connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005,5,connection from * at * Jun * 2005 ,"[['82.252.162.81', '(lns-vlq-45-tou-82-252-162-81.adsl.proxad.net)'], ['Sat'], ['18', '02:08:10'], '2231']"
122,Jun,18,02:08:10,combo,ftpd[31273],connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005,5,connection from * at * Jun * 2005 ,"[['82.252.162.81', '(lns-vlq-45-tou-82-252-162-81.adsl.proxad.net)'], ['Sat'], ['18', '02:08:10'], '0']"
123,Jun,18,02:08:10,combo,ftpd[31274],connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005,5,connection from * at * Jun * 2005 ,"[['82.252.162.81', '(lns-vlq-45-tou-82-252-162-81.adsl.proxad.net)'], ['Sat'], ['18', '02:08:10'], '0']"
